date,pump_id,vibration_mm_s,motor_temp_c,discharge_pressure_psi,failing_within_7d,health_status
2025-07-06,Basin_B_Pad3,1.991,66.2,1799.6,0,Healthy
2025-07-07,Basin_B_Pad3,1.948,67.9,1782.2,0,Healthy
2025-07-08,Basin_B_Pad3,2.137,67.6,1744.9,0,Healthy
2025-07-09,Basin_B_Pad3,1.949,66.4,1789.9,0,Healthy
2025-07-10,Basin_B_Pad3,2.073,65.9,1774.1,0,Healthy
2025-07-11,Basin_B_Pad3,1.985,64.4,1761.5,0,Healthy
2025-07-12,Basin_B_Pad3,2.116,66.5,1748.3,0,Healthy
2025-07-13,Basin_B_Pad3,2.31,68.8,1785.2,0,Healthy
2025-07-14,Basin_B_Pad3,2.003,65.8,1799.9,0,Healthy
2025-07-15,Basin_B_Pad3,2.088,68.3,1772.7,0,Healthy
2025-07-16,Basin_B_Pad3,2.214,66.6,1836.8,0,Healthy
2025-07-17,Basin_B_Pad3,2.15,66.6,1758.6,0,Healthy
2025-07-18,Basin_B_Pad3,2.069,64.4,1861.6,0,Healthy
2025-07-19,Basin_B_Pad3,2.108,65.8,1781.1,0,Healthy
2025-07-20,Basin_B_Pad3,2.15,66.7,1735.5,0,Healthy
2025-07-21,Basin_B_Pad3,2.257,66.1,1779.0,0,Healthy
2025-07-22,Basin_B_Pad3,2.321,66.3,1760.5,0,Healthy
2025-07-23,Basin_B_Pad3,1.998,67.0,1782.1,0,Healthy
2025-07-24,Basin_B_Pad3,2.119,64.5,1784.7,0,Healthy
2025-07-25,Basin_B_Pad3,2.021,65.0,1813.0,0,Healthy
2025-07-26,Basin_B_Pad3,2.137,65.7,1805.6,0,Healthy
2025-07-27,Basin_B_Pad3,2.331,64.2,1804.3,0,Healthy
2025-07-28,Basin_B_Pad3,2.133,65.9,1816.1,0,Healthy
2025-07-29,Basin_B_Pad3,2.206,65.5,1812.5,0,Healthy
2025-07-30,Basin_B_Pad3,2.079,66.0,1747.1,0,Healthy
2025-07-31,Basin_B_Pad3,2.107,66.8,1772.2,0,Healthy
2025-08-01,Basin_B_Pad3,2.106,67.6,1776.7,0,Healthy
2025-08-02,Basin_B_Pad3,2.025,68.1,1762.4,0,Healthy
2025-08-03,Basin_B_Pad3,1.811,64.5,1773.7,0,Healthy
2025-08-04,Basin_B_Pad3,1.954,64.6,1767.7,0,Healthy
2025-08-05,Basin_B_Pad3,2.079,65.7,1779.9,0,Healthy
2025-08-06,Basin_B_Pad3,2.234,70.0,1810.5,0,Healthy
2025-08-07,Basin_B_Pad3,2.183,65.2,1782.8,0,Healthy
2025-08-08,Basin_B_Pad3,1.973,66.0,1752.8,0,Healthy
2025-08-09,Basin_B_Pad3,2.234,68.6,1804.9,0,Healthy
2025-08-10,Basin_B_Pad3,2.427,64.7,1802.8,0,Healthy
2025-08-11,Basin_B_Pad3,2.089,66.2,1753.4,0,Healthy
2025-08-12,Basin_B_Pad3,2.096,65.9,1762.8,0,Healthy
2025-08-13,Basin_B_Pad3,2.241,66.9,1810.8,0,Healthy
2025-08-14,Basin_B_Pad3,2.039,65.2,1751.0,0,Healthy
2025-08-15,Basin_B_Pad3,2.204,67.2,1779.8,0,Healthy
2025-08-16,Basin_B_Pad3,2.016,66.1,1792.9,0,Healthy
2025-08-17,Basin_B_Pad3,2.167,65.7,1809.0,0,Healthy
2025-08-18,Basin_B_Pad3,2.26,64.9,1788.6,0,Healthy
2025-08-19,Basin_B_Pad3,2.113,64.5,1766.4,0,Healthy
2025-08-20,Basin_B_Pad3,2.135,67.5,1762.7,0,Healthy
2025-08-21,Basin_B_Pad3,2.057,65.8,1770.0,0,Healthy
2025-08-22,Basin_B_Pad3,1.928,67.0,1774.9,0,Healthy
2025-08-23,Basin_B_Pad3,2.158,66.9,1769.6,0,Healthy
2025-08-24,Basin_B_Pad3,1.984,65.2,1767.6,0,Healthy
2025-08-25,Basin_B_Pad3,2.002,65.7,1744.4,0,Healthy
2025-08-26,Basin_B_Pad3,2.047,65.3,1786.7,0,Healthy
2025-08-27,Basin_B_Pad3,2.163,68.2,1810.8,0,Healthy
2025-08-28,Basin_B_Pad3,2.187,66.1,1782.8,0,Healthy
2025-08-29,Basin_B_Pad3,2.151,65.8,1782.4,0,Healthy
2025-08-30,Basin_B_Pad3,2.004,66.5,1758.6,0,Healthy
2025-08-31,Basin_B_Pad3,2.05,65.4,1845.7,0,Healthy
2025-09-01,Basin_B_Pad3,2.661,68.3,1719.0,0,Degrading
2025-09-02,Basin_B_Pad3,2.501,68.3,1766.7,0,Degrading
2025-09-03,Basin_B_Pad3,3.063,70.6,1706.0,0,Degrading
2025-09-04,Basin_B_Pad3,2.85,70.2,1670.1,0,Degrading
2025-09-05,Basin_B_Pad3,3.044,71.7,1682.9,0,Degrading
2025-09-06,Basin_B_Pad3,3.728,74.7,1624.1,0,Degrading
2025-09-07,Basin_B_Pad3,3.318,71.8,1586.7,0,Degrading
2025-09-08,Basin_B_Pad3,3.724,73.0,1556.0,1,Failing
2025-09-09,Basin_B_Pad3,4.17,77.0,1516.1,1,Failing
2025-09-10,Basin_B_Pad3,4.757,77.9,1485.4,1,Failing
2025-09-11,Basin_B_Pad3,4.725,74.2,1499.7,1,Failing
2025-09-12,Basin_B_Pad3,4.853,80.8,1567.6,1,Failing
2025-09-13,Basin_B_Pad3,5.557,75.8,1411.2,1,Failing
2025-09-14,Basin_B_Pad3,5.641,79.7,1412.2,1,Failing
2025-09-15,Basin_B_Pad3,8.1,91.0,1280.0,1,Failure_Event
2025-09-16,Basin_B_Pad3,2.171,65.2,1788.0,0,Healthy
2025-09-17,Basin_B_Pad3,2.078,65.7,1766.9,0,Healthy
2025-09-18,Basin_B_Pad3,2.114,65.6,1788.1,0,Healthy
2025-09-19,Basin_B_Pad3,1.925,64.2,1800.7,0,Healthy
2025-09-20,Basin_B_Pad3,1.967,66.5,1760.2,0,Healthy
2025-09-21,Basin_B_Pad3,2.141,67.5,1783.7,0,Healthy
2025-09-22,Basin_B_Pad3,2.081,66.3,1798.2,0,Healthy
2025-09-23,Basin_B_Pad3,1.967,67.5,1762.7,0,Healthy
2025-09-24,Basin_B_Pad3,2.127,68.0,1754.5,0,Healthy
2025-09-25,Basin_B_Pad3,2.019,65.6,1798.9,0,Healthy
2025-09-26,Basin_B_Pad3,2.036,64.9,1780.6,0,Healthy
2025-09-27,Basin_B_Pad3,2.077,64.5,1791.2,0,Healthy
2025-09-28,Basin_B_Pad3,2.205,64.2,1746.1,0,Healthy
2025-09-29,Basin_B_Pad3,2.071,66.1,1781.5,0,Healthy
2025-09-30,Basin_B_Pad3,2.438,66.6,1813.9,0,Healthy
2025-10-01,Basin_B_Pad3,2.294,66.3,1762.5,0,Healthy
2025-10-02,Basin_B_Pad3,2.039,65.5,1822.3,0,Healthy
2025-10-03,Basin_B_Pad3,2.268,66.2,1759.7,0,Healthy
2025-10-04,Basin_B_Pad3,2.106,66.1,1765.6,0,Healthy
2025-10-05,Basin_B_Pad3,2.008,64.8,1839.7,0,Healthy
2025-10-06,Basin_B_Pad3,2.112,66.3,1795.9,0,Healthy
2025-10-07,Basin_B_Pad3,2.068,65.9,1751.8,0,Healthy
2025-10-08,Basin_B_Pad3,2.147,66.7,1778.1,0,Healthy
2025-10-09,Basin_B_Pad3,2.181,65.8,1815.2,0,Healthy
2025-10-10,Basin_B_Pad3,2.275,66.8,1786.2,0,Healthy
2025-10-11,Basin_B_Pad3,2.166,65.0,1791.6,0,Healthy
2025-10-12,Basin_B_Pad3,2.342,64.7,1779.7,0,Healthy
2025-10-13,Basin_B_Pad3,2.126,66.3,1739.4,0,Healthy
2025-10-14,Basin_B_Pad3,,67.4,1792.1,0,Healthy
2025-10-15,Basin_B_Pad3,1.999,64.2,1748.4,0,Healthy
2025-10-16,Basin_B_Pad3,2.21,66.1,1791.7,0,Healthy
2025-10-17,Basin_B_Pad3,2.115,65.3,1770.5,0,Healthy
2025-10-18,Basin_B_Pad3,1.972,64.7,1773.1,0,Healthy
2025-10-19,Basin_B_Pad3,1.835,66.4,1768.0,0,Healthy
2025-10-20,Basin_B_Pad3,2.063,65.6,1814.0,0,Healthy
2025-10-21,Basin_B_Pad3,1.923,66.9,1788.5,0,Healthy
2025-10-22,Basin_B_Pad3,2.363,67.4,1812.5,0,Degrading
2025-10-23,Basin_B_Pad3,2.653,69.9,1712.6,0,Degrading
2025-10-24,Basin_B_Pad3,2.579,70.3,1687.4,0,Degrading
2025-10-25,Basin_B_Pad3,2.866,69.6,1701.2,0,Degrading
2025-10-26,Basin_B_Pad3,3.263,70.0,1631.0,0,Degrading
2025-10-27,Basin_B_Pad3,3.681,72.1,1689.5,0,Degrading
2025-10-28,Basin_B_Pad3,3.448,74.6,1645.7,0,Degrading
2025-10-29,Basin_B_Pad3,4.217,76.0,1562.9,1,Failing
2025-10-30,Basin_B_Pad3,4.287,76.4,1603.2,1,Failing
2025-10-31,Basin_B_Pad3,,75.5,1524.0,1,Failing
2025-11-01,Basin_B_Pad3,4.583,80.9,1468.3,1,Failing
2025-11-02,Basin_B_Pad3,4.32,76.5,1436.3,1,Failing
2025-11-03,Basin_B_Pad3,5.061,85.0,1495.4,1,Failing
2025-11-04,Basin_B_Pad3,4.881,83.7,1387.1,1,Failing
2025-11-05,Basin_B_Pad3,8.1,91.0,1280.0,1,Failure_Event
2025-11-06,Basin_B_Pad3,1.842,66.3,1781.4,0,Healthy
2025-11-07,Basin_B_Pad3,2.071,66.2,1808.7,0,Healthy
2025-11-08,Basin_B_Pad3,2.208,65.8,1789.7,0,Healthy
2025-11-09,Basin_B_Pad3,2.097,66.3,1759.7,0,Healthy
2025-11-10,Basin_B_Pad3,2.174,63.6,1804.4,0,Healthy
2025-11-11,Basin_B_Pad3,1.78,67.0,1754.6,0,Healthy
2025-11-12,Basin_B_Pad3,2.025,65.4,1766.8,0,Healthy
2025-11-13,Basin_B_Pad3,2.248,63.5,1753.5,0,Healthy
2025-11-14,Basin_B_Pad3,2.197,66.2,1801.9,0,Healthy
2025-11-15,Basin_B_Pad3,1.996,65.9,1773.9,0,Healthy
2025-11-16,Basin_B_Pad3,2.161,65.7,1769.6,0,Healthy
2025-11-17,Basin_B_Pad3,2.203,65.3,1786.7,0,Healthy
2025-11-18,Basin_B_Pad3,2.102,65.7,1820.4,0,Healthy
2025-11-19,Basin_B_Pad3,2.09,65.7,1744.9,0,Healthy
2025-11-20,Basin_B_Pad3,2.127,64.9,1791.3,0,Healthy
2025-11-21,Basin_B_Pad3,2.256,66.4,1800.4,0,Healthy
2025-11-22,Basin_B_Pad3,2.057,63.3,1774.8,0,Healthy
2025-11-23,Basin_B_Pad3,1.879,65.3,1791.3,0,Healthy
2025-11-24,Basin_B_Pad3,1.947,65.3,1756.5,0,Healthy
2025-11-25,Basin_B_Pad3,2.142,65.3,1790.4,0,Healthy
2025-11-26,Basin_B_Pad3,2.104,66.2,1761.2,0,Healthy
2025-11-27,Basin_B_Pad3,1.958,64.2,1779.4,0,Healthy
2025-11-28,Basin_B_Pad3,2.114,65.8,1748.2,0,Healthy
2025-11-29,Basin_B_Pad3,2.226,63.6,1795.7,0,Healthy
2025-11-30,Basin_B_Pad3,2.189,64.3,1767.9,0,Healthy
2025-12-01,Basin_B_Pad3,2.061,65.2,1722.7,0,Healthy
2025-12-02,Basin_B_Pad3,2.356,65.0,1780.6,0,Healthy
2025-12-03,Basin_B_Pad3,2.186,65.3,1770.4,0,Healthy
2025-12-04,Basin_B_Pad3,1.961,65.8,1769.6,0,Healthy
2025-12-05,Basin_B_Pad3,2.127,65.9,1764.4,0,Healthy
2025-12-06,Basin_B_Pad3,1.898,67.7,1812.2,0,Healthy
2025-12-07,Basin_B_Pad3,2.117,63.8,1775.7,0,Healthy
2025-12-08,Basin_B_Pad3,2.133,66.0,1764.5,0,Healthy
2025-12-09,Basin_B_Pad3,1.952,68.0,1775.6,0,Healthy
2025-12-10,Basin_B_Pad3,2.037,66.2,1771.9,0,Healthy
2025-12-11,Basin_B_Pad3,2.005,66.1,1743.6,0,Healthy
2025-12-12,Basin_B_Pad3,2.1,67.3,1780.2,0,Healthy
2025-12-13,Basin_B_Pad3,2.282,67.3,1731.8,0,Healthy
2025-12-14,Basin_B_Pad3,2.056,66.5,1771.4,0,Healthy
2025-12-15,Basin_B_Pad3,2.077,67.6,1817.2,0,Healthy
2025-12-16,Basin_B_Pad3,2.251,65.2,1771.8,0,Healthy
2025-12-17,Basin_B_Pad3,1.93,67.5,1776.3,0,Healthy
2025-12-18,Basin_B_Pad3,2.223,64.9,1809.3,0,Healthy
2025-12-19,Basin_B_Pad3,2.083,64.6,1796.0,0,Healthy
2025-12-20,Basin_B_Pad3,2.071,65.0,1798.7,0,Healthy
2025-12-21,Basin_B_Pad3,2.313,67.1,1708.7,0,Degrading
2025-12-22,Basin_B_Pad3,2.218,68.0,1748.1,0,Degrading
2025-12-23,Basin_B_Pad3,2.931,70.0,1702.5,0,Degrading
2025-12-24,Basin_B_Pad3,2.869,70.3,1687.3,0,Degrading
2025-12-25,Basin_B_Pad3,3.302,70.0,1660.1,0,Degrading
2025-12-26,Basin_B_Pad3,3.446,76.0,1529.1,0,Degrading
2025-12-27,Basin_B_Pad3,3.635,75.0,1605.2,0,Degrading
2025-12-28,Basin_B_Pad3,4.136,74.8,1678.8,1,Failing
2025-12-29,Basin_B_Pad3,3.75,76.9,1558.0,1,Failing
2025-12-30,Basin_B_Pad3,4.783,75.5,1558.4,1,Failing
2025-12-31,Basin_B_Pad3,5.245,76.1,1483.9,1,Failing
2026-01-01,Basin_B_Pad3,4.846,77.6,1393.2,1,Failing
2026-01-02,Basin_B_Pad3,4.787,84.7,1390.3,1,Failing
2026-01-03,Basin_B_Pad3,5.213,82.7,1440.4,1,Failing
2026-01-04,Basin_B_Pad3,8.1,91.0,1280.0,1,Failure_Event
2026-01-05,Basin_B_Pad3,2.022,66.0,1791.7,0,Healthy
2026-01-06,Basin_B_Pad3,2.241,65.3,1777.0,0,Healthy
2026-01-07,Basin_B_Pad3,2.24,68.7,1820.4,0,Healthy
2026-01-08,Basin_B_Pad3,2.034,64.2,1808.1,0,Healthy
2026-01-09,Basin_B_Pad3,2.16,,1732.4,0,Healthy
2026-01-10,Basin_B_Pad3,1.871,66.8,1771.7,0,Healthy
2026-01-11,Basin_B_Pad3,2.197,65.8,1818.3,0,Healthy
2026-01-12,Basin_B_Pad3,2.067,64.5,1808.1,0,Healthy
2026-01-13,Basin_B_Pad3,2.161,66.9,1741.3,0,Healthy
2026-01-14,Basin_B_Pad3,2.194,66.1,1762.8,0,Healthy
2026-01-15,Basin_B_Pad3,2.079,64.5,1782.8,0,Healthy
2026-01-16,Basin_B_Pad3,2.039,67.4,1832.3,0,Healthy
2026-01-17,Basin_B_Pad3,2.237,66.0,1781.3,0,Healthy
2026-01-18,Basin_B_Pad3,2.177,65.2,1801.9,0,Healthy
2026-01-19,Basin_B_Pad3,2.194,65.7,1774.2,0,Healthy
2026-01-20,Basin_B_Pad3,2.177,64.8,1770.7,0,Healthy
2026-01-21,Basin_B_Pad3,2.004,66.4,1809.0,0,Healthy
2026-01-22,Basin_B_Pad3,2.018,65.3,1764.9,0,Healthy
2026-01-23,Basin_B_Pad3,2.227,65.2,1786.8,0,Healthy
2026-01-24,Basin_B_Pad3,2.118,67.1,1829.4,0,Healthy
2026-01-25,Basin_B_Pad3,1.98,66.6,1811.8,0,Healthy
2026-01-26,Basin_B_Pad3,2.169,68.1,1774.5,0,Healthy
2026-01-27,Basin_B_Pad3,2.206,64.8,1761.4,0,Healthy
2026-01-28,Basin_B_Pad3,2.117,63.7,1808.4,0,Healthy
2026-01-29,Basin_B_Pad3,2.013,66.0,1769.2,0,Healthy
2026-01-30,Basin_B_Pad3,2.169,67.0,1825.6,0,Healthy
2026-01-31,Basin_B_Pad3,2.042,66.8,1800.2,0,Healthy
2026-02-01,Basin_B_Pad3,2.0,66.4,1778.5,0,Healthy
2026-02-02,Basin_B_Pad3,2.166,67.6,1800.4,0,Healthy
2026-02-03,Basin_B_Pad3,1.963,64.3,1762.3,0,Healthy
2026-02-04,Basin_B_Pad3,2.19,65.6,1819.9,0,Healthy
2026-02-05,Basin_B_Pad3,2.024,67.1,1767.7,0,Healthy
2026-02-06,Basin_B_Pad3,2.3,66.8,1729.1,0,Healthy
2026-02-07,Basin_B_Pad3,2.148,65.8,1774.2,0,Healthy
2026-02-08,Basin_B_Pad3,1.919,66.6,1780.3,0,Healthy
2026-02-09,Basin_B_Pad3,1.883,61.9,1816.8,0,Healthy
2026-02-10,Basin_B_Pad3,1.954,67.6,1720.4,0,Healthy
2026-02-11,Basin_B_Pad3,2.109,67.3,1731.4,0,Healthy
2026-02-12,Basin_B_Pad3,1.959,66.1,1780.1,0,Healthy
2026-02-13,Basin_B_Pad3,2.084,64.8,1815.8,0,Healthy
2026-02-14,Basin_B_Pad3,1.815,64.8,1783.7,0,Healthy
2026-02-15,Basin_B_Pad3,2.095,64.0,1800.6,0,Healthy
2026-02-16,Basin_B_Pad3,2.028,66.0,1787.5,0,Healthy
2026-02-17,Basin_B_Pad3,2.011,65.2,1778.2,0,Healthy
2026-02-18,Basin_B_Pad3,2.253,68.9,1771.1,0,Degrading
2026-02-19,Basin_B_Pad3,2.702,68.2,1784.7,0,Degrading
2026-02-20,Basin_B_Pad3,2.755,68.4,1653.7,0,Degrading
2026-02-21,Basin_B_Pad3,2.802,72.1,1653.3,0,Degrading
2026-02-22,Basin_B_Pad3,2.971,72.9,1667.1,0,Degrading
2026-02-23,Basin_B_Pad3,2.998,72.3,1632.6,0,Degrading
2026-02-24,Basin_B_Pad3,3.822,70.5,1668.3,0,Degrading
2026-02-25,Basin_B_Pad3,3.938,76.1,1589.6,1,Failing
2026-02-26,Basin_B_Pad3,3.98,75.3,1574.5,1,Failing
2026-02-27,Basin_B_Pad3,4.735,75.5,1542.1,1,Failing
2026-02-28,Basin_B_Pad3,4.342,77.8,1577.0,1,Failing
2026-03-01,Basin_B_Pad3,4.606,78.2,1554.6,1,Failing
2026-03-02,Basin_B_Pad3,4.739,83.8,1401.8,1,Failing
2026-03-03,Basin_B_Pad3,5.59,86.7,1531.6,1,Failing
2026-03-04,Basin_B_Pad3,8.1,91.0,1280.0,1,Failure_Event
2026-03-05,Basin_B_Pad3,2.141,64.6,1757.4,0,Healthy
2026-03-06,Basin_B_Pad3,1.961,67.4,1816.1,0,Healthy
2026-03-07,Basin_B_Pad3,1.913,66.0,1762.3,0,Healthy
2026-03-08,Basin_B_Pad3,2.214,64.1,1826.6,0,Healthy
2026-03-09,Basin_B_Pad3,2.022,66.5,1742.7,0,Healthy
2026-03-10,Basin_B_Pad3,2.238,65.2,1803.3,0,Healthy
2026-03-11,Basin_B_Pad3,2.089,65.8,1811.8,0,Healthy
2026-03-12,Basin_B_Pad3,2.168,66.8,1811.9,0,Healthy
2026-03-13,Basin_B_Pad3,2.046,65.3,1762.9,0,Healthy
2026-03-14,Basin_B_Pad3,2.182,63.7,1798.1,0,Healthy
2026-03-15,Basin_B_Pad3,2.21,65.2,1781.4,0,Healthy
2026-03-16,Basin_B_Pad3,2.13,67.0,1765.8,0,Healthy
2026-03-17,Basin_B_Pad3,1.969,64.7,1781.8,0,Healthy
2026-03-18,Basin_B_Pad3,1.963,65.8,1835.5,0,Healthy
2026-03-19,Basin_B_Pad3,2.052,66.8,1799.4,0,Healthy
2026-03-20,Basin_B_Pad3,2.068,64.4,,0,Healthy
2026-03-21,Basin_B_Pad3,2.032,65.0,1783.7,0,Healthy
2026-03-22,Basin_B_Pad3,2.289,65.6,1736.5,0,Healthy
2026-03-23,Basin_B_Pad3,2.126,67.3,1718.8,0,Healthy
2026-03-24,Basin_B_Pad3,2.01,67.4,1756.0,0,Healthy
2026-03-25,Basin_B_Pad3,2.137,64.6,1785.7,0,Healthy
2026-03-26,Basin_B_Pad3,2.191,64.6,1767.6,0,Healthy
2026-03-27,Basin_B_Pad3,2.383,64.9,1772.0,0,Healthy
2026-03-28,Basin_B_Pad3,2.261,66.7,1776.4,0,Healthy
2026-03-29,Basin_B_Pad3,2.074,65.2,1814.8,0,Healthy
2026-03-30,Basin_B_Pad3,2.273,66.2,1781.7,0,Healthy
2026-03-31,Basin_B_Pad3,1.988,68.2,1801.0,0,Healthy
2026-04-01,Basin_B_Pad3,1.96,64.5,1761.0,0,Healthy
2026-04-02,Basin_B_Pad3,1.981,66.4,1787.8,0,Healthy
2026-04-03,Basin_B_Pad3,2.112,65.1,1721.5,0,Healthy
2026-04-04,Basin_B_Pad3,2.053,66.4,1768.0,0,Healthy
2026-04-05,Basin_B_Pad3,2.106,65.3,1786.4,0,Healthy
2026-04-06,Basin_B_Pad3,1.945,65.3,1780.9,0,Healthy
2026-04-07,Basin_B_Pad3,2.165,64.5,1794.7,0,Healthy
2026-04-08,Basin_B_Pad3,2.155,67.7,1781.1,0,Healthy
2026-04-09,Basin_B_Pad3,2.382,65.9,1770.3,0,Healthy
2026-04-10,Basin_B_Pad3,1.917,65.6,1749.6,0,Healthy
2026-04-11,Basin_B_Pad3,2.201,63.6,1800.7,0,Healthy
2026-04-12,Basin_B_Pad3,2.215,66.0,1726.1,0,Healthy
2026-04-13,Basin_B_Pad3,2.228,64.4,1766.5,0,Healthy
2026-04-14,Basin_B_Pad3,1.94,66.9,1740.2,0,Healthy
2026-04-15,Basin_B_Pad3,2.112,67.4,1821.2,0,Healthy
2026-04-16,Basin_B_Pad3,2.187,66.6,1770.0,0,Healthy
2026-04-17,Basin_B_Pad3,1.918,65.4,1789.0,0,Healthy
2026-04-18,Basin_B_Pad3,2.142,67.9,1761.9,0,Healthy
2026-04-19,Basin_B_Pad3,2.201,67.6,1785.6,0,Healthy
2026-04-20,Basin_B_Pad3,1.996,63.8,1773.3,0,Healthy
2026-04-21,Basin_B_Pad3,1.926,65.3,1768.7,0,Healthy
2026-04-22,Basin_B_Pad3,2.116,66.1,1780.5,0,Healthy
2026-04-23,Basin_B_Pad3,2.12,67.3,1776.2,0,Healthy
2026-04-24,Basin_B_Pad3,2.184,67.6,1713.3,0,Healthy
2026-04-25,Basin_B_Pad3,2.05,64.8,1766.6,0,Healthy
2026-04-26,Basin_B_Pad3,2.147,68.3,1786.9,0,Healthy
2026-04-27,Basin_B_Pad3,2.08,69.2,1777.8,0,Healthy
2026-04-28,Basin_B_Pad3,1.989,65.9,1833.2,0,Healthy
2026-04-29,Basin_B_Pad3,2.313,65.8,1794.1,0,Healthy
2026-04-30,Basin_B_Pad3,2.167,66.3,1732.9,0,Healthy
2026-05-01,Basin_B_Pad3,2.054,66.5,1814.3,0,Healthy
2026-05-02,Basin_B_Pad3,2.082,68.2,1744.1,0,Degrading
2026-05-03,Basin_B_Pad3,2.597,67.1,1767.5,0,Degrading
2026-05-04,Basin_B_Pad3,2.652,70.9,1689.0,0,Degrading
2026-05-05,Basin_B_Pad3,3.306,70.8,1752.8,0,Degrading
2026-05-06,Basin_B_Pad3,3.192,71.5,1614.7,0,Degrading
2026-05-07,Basin_B_Pad3,3.729,70.6,1685.9,0,Degrading
2026-05-08,Basin_B_Pad3,3.464,74.0,1673.1,0,Degrading
2026-05-09,Basin_B_Pad3,3.522,76.7,1623.0,1,Failing
2026-05-10,Basin_B_Pad3,4.178,77.2,1568.5,1,Failing
2026-05-11,Basin_B_Pad3,4.553,77.0,1528.4,1,Failing
2026-05-12,Basin_B_Pad3,4.776,75.2,1579.1,1,Failing
2026-05-13,Basin_B_Pad3,5.093,81.3,1505.7,1,Failing
2026-05-14,Basin_B_Pad3,4.628,76.5,1539.4,1,Failing
2026-05-15,Basin_B_Pad3,4.595,81.3,1463.4,1,Failing
2026-05-16,Basin_B_Pad3,8.1,91.0,1280.0,1,Failure_Event
2026-05-17,Basin_B_Pad3,1.936,64.0,1751.5,0,Healthy
2026-05-18,Basin_B_Pad3,2.065,66.1,1815.4,0,Healthy
2026-05-19,Basin_B_Pad3,2.273,65.6,1741.8,0,Healthy
2026-05-20,Basin_B_Pad3,2.003,65.8,1796.3,0,Healthy
2026-05-21,Basin_B_Pad3,2.12,67.0,1771.1,0,Healthy
2026-05-22,Basin_B_Pad3,2.02,69.3,1796.3,0,Healthy
2026-05-23,Basin_B_Pad3,2.119,66.2,1836.4,0,Healthy
2026-05-24,Basin_B_Pad3,2.15,66.3,1777.8,0,Healthy
2026-05-25,Basin_B_Pad3,1.982,69.5,1757.9,0,Healthy
2026-05-26,Basin_B_Pad3,1.994,66.8,1736.4,0,Healthy
2026-05-27,Basin_B_Pad3,2.108,65.0,1768.1,0,Healthy
2026-05-28,Basin_B_Pad3,2.212,65.3,1744.2,0,Healthy
2026-05-29,Basin_B_Pad3,2.1,66.6,1809.9,0,Healthy
2026-05-30,Basin_B_Pad3,2.179,64.0,1811.3,0,Healthy
2026-05-31,Basin_B_Pad3,2.063,67.2,1765.8,0,Healthy
2026-06-01,Basin_B_Pad3,,66.6,1749.5,0,Healthy
2026-06-02,Basin_B_Pad3,2.032,64.7,1793.5,0,Healthy
2026-06-03,Basin_B_Pad3,2.248,64.8,1713.0,0,Healthy
2026-06-04,Basin_B_Pad3,1.992,67.3,1770.3,0,Healthy
2026-06-05,Basin_B_Pad3,2.085,65.1,1765.3,0,Healthy
2026-06-06,Basin_B_Pad3,2.293,64.5,1743.0,0,Healthy
2026-06-07,Basin_B_Pad3,2.329,67.0,1793.9,0,Healthy
2026-06-08,Basin_B_Pad3,2.347,66.7,1772.7,0,Healthy
2026-06-09,Basin_B_Pad3,2.193,67.4,1785.4,0,Healthy
2026-06-10,Basin_B_Pad3,2.167,65.8,1785.8,0,Healthy
2026-06-11,Basin_B_Pad3,,64.0,1759.8,0,Healthy
2026-06-12,Basin_B_Pad3,2.177,65.4,1761.1,0,Healthy
2026-06-13,Basin_B_Pad3,1.926,67.1,1771.9,0,Healthy
2026-06-14,Basin_B_Pad3,1.988,67.9,1751.4,0,Healthy
2026-06-15,Basin_B_Pad3,1.972,64.4,1760.2,0,Healthy
2026-06-16,Basin_B_Pad3,2.166,67.3,1784.0,0,Healthy
2026-06-17,Basin_B_Pad3,2.325,65.6,1725.0,0,Healthy
2026-06-18,Basin_B_Pad3,2.062,67.5,1750.5,0,Healthy
2026-06-19,Basin_B_Pad3,2.241,67.5,1770.8,0,Healthy
2026-06-20,Basin_B_Pad3,2.176,64.1,1842.8,0,Healthy
2026-06-21,Basin_B_Pad3,1.992,66.4,1739.3,0,Healthy
2026-06-22,Basin_B_Pad3,2.042,64.9,1750.6,0,Healthy
2026-06-23,Basin_B_Pad3,2.223,65.0,1745.0,0,Healthy
2026-06-24,Basin_B_Pad3,1.924,66.5,1759.2,0,Healthy
2026-06-25,Basin_B_Pad3,2.068,66.4,1781.2,0,Healthy
2026-06-26,Basin_B_Pad3,1.965,62.2,1775.3,0,Healthy
2026-06-27,Basin_B_Pad3,2.331,66.4,1738.8,1,Failing
2026-06-28,Basin_B_Pad3,2.604,67.9,,1,Failing
2026-06-29,Basin_B_Pad3,3.025,67.3,1685.0,1,Failing
2026-06-30,Basin_B_Pad3,2.784,69.6,1695.3,1,Failing
2025-07-01,Basin_B_Pad4,2.521,71.8,1706.5,0,Healthy
2025-07-02,Basin_B_Pad4,2.447,71.6,1711.7,0,Healthy
2025-07-03,Basin_B_Pad4,2.404,70.9,1683.0,0,Healthy
2025-07-04,Basin_B_Pad4,2.683,71.3,1705.7,0,Healthy
2025-07-05,Basin_B_Pad4,2.465,69.1,1684.5,0,Healthy
2025-07-06,Basin_B_Pad4,2.718,69.2,1687.3,0,Healthy
2025-07-07,Basin_B_Pad4,2.268,73.6,1663.3,0,Healthy
2025-07-08,Basin_B_Pad4,2.511,69.3,1687.5,0,Healthy
